attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
No,travel_rarely,1758.7142857142858,-27.0,4.0,Life Sciences,91.0,27.0,0.0,2.0,4.0,mANaGer,3.0,Marreid,"14205,00$","36933,00$",0.0,No,15.0,3.0,2.0,Full Time,1.0,28.0,2.0,3.0,27.0,15.0,7.0,1973.0,"170460,00$",True
No,Unknown,1032.4872861766066,25.0,3.0,Technical Degree,92.0,4.0,0.0,2.0,3.0,MaNUFACTuRing dirECTOr,2.0,Married,"8339,32$","21682,23$",3.0,No,16.0,3.0,1.0,Part Time,0.0,10.0,2.0,3.0,13.0,4.0,8.0,1988.0,"100071,84$",0
No,Unknown,522.7857142857143,16.0,4.0,Unknown,93.0,3.0,0.0,4.0,2.0,manufaCtURiNG DirecToR,3.0,Unknown,"4222,50$","10978,50$",1.0,Yes,19.0,3.0,3.0,Unknown,0.0,20.0,3.0,3.0,19.0,2.0,7.0,1976.0,Unknown,Yes
No,Unknown,1032.4872861766066,25.0,4.0,Unknown,94.0,3.0,1.0,3.0,3.0,HEAltHCaRe REPreseNTatIve,3.0,Divorced,"8339,32$","21682,23$",1.0,Yes,11.0,3.0,3.0,Part Time,1.0,10.0,3.0,2.0,16.0,10.0,1.0,1988.0,"100071,84$",1
No,travel_rarely,1032.4872861766066,20.0,4.0,Unknown,95.0,1.0,0.0,3.0,3.0,hEaLtHCaRe reprEsenTaTive,4.0,Married,Unknown,"21682,23$",4.0,Unknown,20.0,4.0,4.0,Part Time,1.0,14.0,6.0,3.0,11.0,11.0,1.0,1983.0,"100071,84$",1
No,Unknown,556.2566609977324,9.0,4.0,Life Sciences,96.0,2.0,1.0,2.0,2.0,SaLeS eXECUTivE,3.0,Married,"4492,84$","11681,39$",1.0,Unknown,13.0,3.0,4.0,Part Time,1.0,15.0,2.0,3.0,15.0,4.0,12.0,1978.0,"53914,11$",0
No,Unknown,290.03550973654063,9.0,3.0,Medical,97.0,1.0,0.0,3.0,1.0,reSeARCH SCIEnTiST,4.0,Married,Unknown,"6090,75$",0.0,Unknown,13.0,3.0,2.0,Unknown,1.0,15.0,5.0,3.0,14.0,4.0,10.0,1990.0,"28111,13$",False
No,travel_frequently,380.9206349206349,3.0,3.0,Unknown,98.0,3.0,0.0,3.0,1.0,ResEArCH sCIEntisT,2.0,Married,"3076,67$","7999,33$",1.0,No,12.0,3.0,3.0,Full Time,0.0,12.0,2.0,2.0,11.0,0.0,7.0,1987.0,"36920,00$",False
Yes,Unknown,1973.9841269841268,-13.0,3.0,Marketing,99.0,1.0,1.0,1.0,5.0,maNAger,2.0,Unknown,"15943,72$","41453,67$",2.0,Yes,16.0,3.0,1.0,Full Time,0.0,26.0,2.0,3.0,24.0,1.0,11.0,1978.0,"191324,62$",True
No,travel_frequently,2047.7063492063487,-27.0,3.0,Unknown,100.0,27.0,0.0,3.0,5.0,ManAgeR,2.0,Unknown,Unknown,"43001,83$",4.0,Yes,24.0,3.0,1.0,Full Time,1.0,10.0,5.0,2.0,29.0,11.0,10.0,1972.0,"198470,00$",0
No,travel_rarely,238.12698412698413,7.0,2.0,Technical Degree,101.0,2.0,0.0,3.0,1.0,SaLes rEPREsENtAtivE,3.0,Unknown,Unknown,"5000,67$",0.0,Yes,25.0,4.0,2.0,Part Time,1.0,12.0,4.0,3.0,11.0,5.0,7.0,1989.0,"23080,00$",0
No,travel_rarely,1582.7713464696226,15.0,2.0,Unknown,102.0,3.0,0.0,2.0,4.0,ReSearch DiRecTOR,3.0,Unknown,Unknown,"33238,20$",1.0,No,24.0,4.0,1.0,Full Time,1.0,10.0,3.0,3.0,14.0,6.0,11.0,1980.0,"153407,07$",1
No,Unknown,556.2566609977324,5.0,2.0,Medical,103.0,2.0,0.0,2.0,2.0,LABoRATOry teChnicIan,4.0,Unknown,"4492,84$","11681,39$",1.0,No,14.0,3.0,3.0,Part Time,1.0,10.0,3.0,3.0,15.0,4.0,13.0,1989.0,"53914,11$",0
No,Unknown,290.03550973654063,2.0,3.0,Unknown,104.0,1.0,0.0,3.0,1.0,huMan RESOURcEs,2.0,Divorced,"2342,59$","6090,75$",5.0,No,13.0,3.0,4.0,Part Time,3.0,13.0,3.0,3.0,11.0,3.0,8.0,1985.0,"28111,13$",1
No,Unknown,1973.9841269841268,10.0,3.0,Unknown,105.0,4.0,0.0,2.0,5.0,ResearcH DiReCtOR,2.0,Unknown,Unknown,"41453,67$",4.0,No,12.0,3.0,4.0,Full Time,0.0,29.0,3.0,3.0,22.0,12.0,9.0,1975.0,"191324,62$",0
No,Unknown,592.9444444444445,22.0,4.0,Other,106.0,3.0,0.0,2.0,2.0,resEaRCh SciEnTist,4.0,Married,"4789,17$","12451,83$",1.0,Yes,15.0,3.0,2.0,Full Time,0.0,16.0,3.0,3.0,15.0,6.0,11.0,1989.0,"57470,00$",False
No,travel_rarely,1075.2857142857142,-31.0,4.0,Unknown,107.0,31.0,1.0,3.0,3.0,SAleS eXEcUtIve,4.0,Unknown,"8685,00$","22581,00$",1.0,No,19.0,3.0,3.0,Full Time,2.0,14.0,3.0,3.0,14.0,5.0,7.0,1991.0,"104220,00$",Yes
No,travel_rarely,1032.4872861766066,21.0,4.0,Life Sciences,108.0,2.0,1.0,4.0,3.0,maNufaCturing direcTOr,1.0,Divorced,"8339,32$","21682,23$",1.0,No,11.0,3.0,3.0,Unknown,1.0,10.0,1.0,3.0,10.0,8.0,8.0,1994.0,Unknown,0
No,Unknown,1032.4872861766066,1.0,3.0,Medical,109.0,3.0,0.0,2.0,3.0,HEalThCare REPreseNTAtive,1.0,Married,Unknown,"21682,23$",2.0,Yes,13.0,3.0,3.0,Unknown,1.0,21.0,5.0,2.0,10.0,9.0,5.0,1977.0,"100071,84$",False
No,Unknown,654.8492063492064,9.0,3.0,Unknown,110.0,3.0,0.0,3.0,2.0,hUmaN REsoUrCes,4.0,Married,"5289,17$","13751,83$",0.0,Yes,19.0,3.0,4.0,Full Time,0.0,10.0,2.0,1.0,11.0,4.0,7.0,1993.0,"63470,00$",0
No,Unknown,242.25396825396828,9.0,3.0,Life Sciences,111.0,2.0,0.0,3.0,2.0,LaboRaTORY TechnICiAn,2.0,Unknown,"1956,67$","5087,33$",8.0,No,18.0,3.0,3.0,Part Time,1.0,20.0,2.0,3.0,17.0,0.0,15.0,1978.0,"23480,00$",Yes
No,travel_rarely,1032.4872861766066,5.0,3.0,Unknown,112.0,2.0,1.0,3.0,3.0,SalES ExeCuTIVe,4.0,Unknown,"8339,32$","21682,23$",2.0,No,12.0,3.0,3.0,Part Time,1.0,10.0,2.0,3.0,10.0,7.0,4.0,1993.0,"100071,84$",True
No,Unknown,316.95238095238096,9.0,3.0,Unknown,113.0,3.0,0.0,3.0,2.0,lABOrAtorY tEcHNICian,1.0,Unknown,Unknown,"6656,00$",1.0,No,11.0,3.0,3.0,Part Time,2.0,12.0,4.0,3.0,12.0,6.0,10.0,1993.0,"30720,00$",Yes
No,travel_frequently,556.2566609977324,-29.0,1.0,Unknown,114.0,4.0,0.0,2.0,2.0,manUFACTuRiNg dIrECToR,3.0,Married,"4492,84$","11681,39$",1.0,Unknown,17.0,3.0,3.0,Unknown,0.0,10.0,2.0,2.0,10.0,1.0,9.0,1989.0,Unknown,False
No,travel_rarely,1288.6507936507935,8.0,4.0,Life Sciences,115.0,2.0,0.0,2.0,3.0,RESEArCh dIRECTOR,2.0,Married,"10408,33$","27061,67$",5.0,No,16.0,3.0,4.0,Full Time,2.0,16.0,5.0,1.0,10.0,4.0,7.0,1972.0,"124900,00$",0
No,Unknown,556.2566609977324,-39.0,4.0,Life Sciences,116.0,39.0,0.0,2.0,2.0,MAnufACturiNg dIReCtOR,1.0,Unknown,"4492,84$","11681,39$",6.0,Unknown,13.0,3.0,2.0,Part Time,1.0,13.0,3.0,3.0,11.0,5.0,9.0,1989.0,"53914,11$",1
No,travel_rarely,827.4603174603175,16.0,3.0,Unknown,117.0,3.0,0.0,3.0,3.0,Sales ExEcUTIvE,2.0,Married,"6683,33$","17376,67$",0.0,Unknown,15.0,3.0,3.0,Part Time,2.0,12.0,3.0,2.0,11.0,6.0,9.0,1988.0,"80200,00$",1
No,travel_frequently,1032.4872861766066,7.0,3.0,Life Sciences,118.0,1.0,0.0,3.0,3.0,LaboRaTOrY techNiciaN,1.0,Unknown,"8339,32$","21682,23$",1.0,Unknown,18.0,3.0,1.0,Part Time,1.0,24.0,2.0,3.0,24.0,9.0,11.0,1978.0,"100071,84$",Yes
No,Unknown,1760.9841269841272,10.0,1.0,Unknown,119.0,3.0,0.0,3.0,4.0,ManageR,1.0,Married,Unknown,"36980,67$",1.0,Unknown,14.0,3.0,4.0,Full Time,0.0,21.0,3.0,3.0,21.0,11.0,10.0,1984.0,"170680,00$",Yes
No,Unknown,922.6904761904764,7.0,2.0,Unknown,120.0,3.0,1.0,2.0,3.0,MANufacTUrinG diREcTor,3.0,Married,"7452,50$","19376,50$",1.0,No,24.0,4.0,1.0,Part Time,1.0,10.0,2.0,3.0,10.0,8.0,9.0,1992.0,"89430,00$",False
No,Unknown,1988.3809523809523,7.0,2.0,Unknown,121.0,3.0,0.0,2.0,5.0,manAgER,4.0,Married,"16060,00$","41756,00$",1.0,Unknown,15.0,3.0,1.0,Full Time,1.0,10.0,2.0,3.0,21.0,13.0,3.0,1984.0,"192720,00$",True
No,travel_rarely,556.2566609977324,8.0,4.0,Unknown,122.0,4.0,0.0,3.0,2.0,RESearCH scienTIST,4.0,Unknown,"4492,84$","11681,39$",9.0,No,14.0,3.0,1.0,Part Time,2.0,12.0,3.0,3.0,10.0,9.0,8.0,1978.0,"53914,11$",True
No,travel_rarely,556.2566609977324,5.0,3.0,Marketing,123.0,4.0,1.0,2.0,2.0,SaLES eXeCUtIVE,3.0,Unknown,"4492,84$","11681,39$",1.0,Unknown,13.0,3.0,3.0,Unknown,3.0,10.0,2.0,3.0,10.0,1.0,2.0,1993.0,Unknown,Yes
No,Unknown,1032.4872861766066,7.0,4.0,Medical,124.0,3.0,1.0,3.0,3.0,maNUfActuRinG diRectOR,4.0,Unknown,"8339,32$","21682,23$",1.0,Unknown,14.0,3.0,3.0,Part Time,0.0,11.0,2.0,2.0,11.0,4.0,10.0,1992.0,"100071,84$",False
No,Unknown,1032.4872861766066,3.0,4.0,Medical,125.0,1.0,0.0,2.0,3.0,SAles exEcUtivE,4.0,Married,"8339,32$","21682,23$",4.0,No,11.0,3.0,1.0,Part Time,1.0,16.0,2.0,3.0,13.0,1.0,12.0,1987.0,"100071,84$",True
No,travel_rarely,1032.4872861766066,2.0,2.0,Unknown,126.0,2.0,0.0,2.0,3.0,saLes eXECUTIVE,3.0,Married,Unknown,"21682,23$",1.0,Unknown,13.0,3.0,2.0,Part Time,2.0,10.0,2.0,3.0,10.0,9.0,0.0,1987.0,"100071,84$",True
No,travel_rarely,1582.7713464696226,18.0,5.0,Unknown,127.0,1.0,1.0,3.0,4.0,MAnAgER,2.0,Single,"12783,92$","33238,20$",3.0,No,23.0,4.0,4.0,Full Time,0.0,37.0,2.0,3.0,10.0,7.0,7.0,1968.0,"153407,07$",1
No,Unknown,556.2566609977324,1.0,3.0,Unknown,128.0,2.0,0.0,3.0,2.0,SAles exEcutiVE,3.0,Unknown,"4492,84$","11681,39$",9.0,Unknown,11.0,3.0,3.0,Part Time,0.0,15.0,2.0,3.0,11.0,6.0,9.0,1988.0,"53914,11$",1
No,travel_rarely,1032.4872861766066,24.0,3.0,Medical,129.0,4.0,0.0,3.0,3.0,MANufactURINg DirEctOR,1.0,Married,"8339,32$","21682,23$",1.0,Unknown,21.0,4.0,4.0,Part Time,1.0,10.0,5.0,2.0,10.0,5.0,8.0,1981.0,"100071,84$",False
No,travel_rarely,575.4047619047619,6.0,2.0,Unknown,130.0,4.0,0.0,3.0,2.0,RESEarCh sCiENTIst,1.0,Divorced,"4647,50$","12083,50$",3.0,Yes,12.0,3.0,2.0,Full Time,2.0,18.0,3.0,3.0,10.0,6.0,9.0,1971.0,"55770,00$",Yes
No,Unknown,1973.9841269841268,18.0,4.0,Life Sciences,131.0,4.0,0.0,2.0,5.0,reseArcH DIRectOr,3.0,Unknown,Unknown,"41453,67$",1.0,Yes,17.0,3.0,3.0,Full Time,1.0,10.0,5.0,3.0,31.0,0.0,9.0,1974.0,"191324,62$",1
No,travel_rarely,277.6428571428572,1.0,5.0,Unknown,132.0,2.0,0.0,3.0,1.0,reSEarCH scIentISt,4.0,Married,"2242,50$","5830,50$",1.0,No,12.0,3.0,4.0,Part Time,1.0,10.0,4.0,2.0,10.0,8.0,8.0,1989.0,"26910,00$",Yes
Yes,travel_rarely,290.03550973654063,1.0,4.0,Other,133.0,4.0,0.0,3.0,1.0,rESearCh SCiEnTIST,4.0,Single,"2342,59$","6090,75$",1.0,Unknown,13.0,3.0,3.0,Part Time,0.0,10.0,2.0,2.0,10.0,7.0,8.0,1990.0,"28111,13$",0
No,Unknown,1032.4872861766066,7.0,3.0,Medical,134.0,3.0,0.0,3.0,3.0,ReSeARCh DiRECtor,3.0,Married,"8339,32$","21682,23$",0.0,No,11.0,3.0,4.0,Unknown,0.0,10.0,3.0,4.0,13.0,3.0,7.0,1990.0,Unknown,True
No,travel_rarely,1582.7713464696226,23.0,4.0,Unknown,135.0,4.0,1.0,3.0,4.0,RESEARcH DirecToR,4.0,Unknown,"12783,92$","33238,20$",6.0,No,18.0,3.0,3.0,Full Time,0.0,33.0,0.0,3.0,12.0,3.0,8.0,1970.0,"153407,07$",1
No,travel_rarely,763.8015873015873,8.0,2.0,Other,136.0,1.0,1.0,3.0,3.0,LAboRatORY TeCHNicIAn,2.0,Married,"6169,17$","16039,83$",4.0,Unknown,11.0,3.0,3.0,Part Time,1.0,29.0,3.0,2.0,26.0,1.0,7.0,1974.0,"74030,00$",0
No,Unknown,1032.4872861766066,-21.0,4.0,Unknown,137.0,21.0,0.0,3.0,3.0,SaLeS exEcuTIVE,4.0,Unknown,Unknown,"21682,23$",6.0,Unknown,13.0,3.0,2.0,Part Time,1.0,10.0,2.0,3.0,10.0,0.0,8.0,1988.0,"100071,84$",0
No,travel_rarely,910.3095238095236,17.0,1.0,Life Sciences,138.0,3.0,1.0,2.0,3.0,heAlThCARE rEpreSentaTIVE,3.0,Married,"7352,50$","19116,50$",0.0,Unknown,18.0,3.0,1.0,Part Time,1.0,20.0,4.0,2.0,19.0,1.0,9.0,1985.0,"88230,00$",0
No,Unknown,1582.7713464696226,3.0,1.0,Marketing,139.0,1.0,0.0,3.0,4.0,MaNAgeR,3.0,Married,"12783,92$","33238,20$",3.0,No,12.0,3.0,4.0,Full Time,1.0,10.0,3.0,3.0,12.0,4.0,9.0,1977.0,"153407,07$",0
No,non-travel,556.2566609977324,18.0,4.0,Unknown,140.0,1.0,0.0,3.0,2.0,MaNuFacTUriNG dIRectOr,4.0,Single,"4492,84$","11681,39$",2.0,Unknown,20.0,4.0,1.0,Part Time,0.0,18.0,0.0,3.0,11.0,0.0,9.0,1987.0,"53914,11$",False
Yes,travel_frequently,1582.7713464696226,-15.0,3.0,Life Sciences,141.0,15.0,0.0,3.0,4.0,salEs EXecuTIve,1.0,Single,Unknown,"33238,20$",0.0,Unknown,12.0,3.0,2.0,Full Time,0.0,10.0,2.0,2.0,21.0,13.0,14.0,1981.0,"153407,07$",Yes
No,travel_frequently,556.2566609977324,1.0,3.0,Unknown,142.0,4.0,0.0,2.0,2.0,HEAlTHcaRe rEpreseNTatIvE,1.0,Single,"4492,84$","11681,39$",0.0,No,20.0,4.0,3.0,Unknown,0.0,14.0,3.0,3.0,13.0,4.0,9.0,1989.0,Unknown,1
No,travel_rarely,369.2619047619048,1.0,3.0,Medical,143.0,4.0,0.0,3.0,1.0,RESEArCH sCIenTIst,2.0,Unknown,"2982,50$","7754,50$",0.0,Yes,21.0,4.0,1.0,Unknown,1.0,12.0,2.0,3.0,11.0,5.0,7.0,1993.0,"35790,00$",1
No,travel_rarely,1834.3412698412696,3.0,3.0,Life Sciences,144.0,4.0,0.0,3.0,4.0,rESeArCH dIrECtor,4.0,Married,"14815,83$","38521,17$",3.0,No,14.0,3.0,1.0,Full Time,0.0,36.0,2.0,3.0,10.0,0.0,9.0,1969.0,"177790,00$",1
No,travel_rarely,556.2566609977324,24.0,3.0,Medical,145.0,3.0,1.0,2.0,2.0,HeALThCARE rEPreSENTAtivE,1.0,Single,"4492,84$","11681,39$",1.0,No,19.0,3.0,2.0,Part Time,0.0,10.0,2.0,3.0,10.0,1.0,8.0,1992.0,"53914,11$",False
No,Unknown,1879.119047619048,5.0,3.0,Unknown,146.0,2.0,0.0,3.0,5.0,MANAGEr,2.0,Married,"15177,50$","39461,50$",7.0,No,11.0,3.0,3.0,Full Time,1.0,26.0,5.0,3.0,22.0,3.0,10.0,1979.0,"182130,00$",True
No,non-travel,1400.8015873015877,8.0,1.0,Unknown,147.0,4.0,0.0,2.0,4.0,HeaLtHCARe rEPREsEnTATIVE,2.0,Divorced,Unknown,"29416,83$",1.0,Yes,15.0,3.0,4.0,Full Time,1.0,10.0,3.0,3.0,33.0,15.0,0.0,1968.0,"135770,00$",False
No,travel_rarely,1979.920634920635,4.0,2.0,Life Sciences,148.0,3.0,0.0,4.0,5.0,manAger,1.0,Divorced,"15991,67$","41578,33$",1.0,No,14.0,3.0,4.0,Full Time,2.0,10.0,4.0,2.0,25.0,14.0,13.0,1979.0,"191900,00$",False
No,travel_frequently,556.2566609977324,11.0,3.0,Life Sciences,149.0,3.0,0.0,2.0,2.0,hUMAn reSoUrCES,2.0,Unknown,"4492,84$","11681,39$",4.0,No,11.0,3.0,4.0,Unknown,2.0,14.0,5.0,4.0,10.0,1.0,8.0,1989.0,Unknown,1
No,Unknown,1766.65873015873,13.0,4.0,Unknown,150.0,3.0,1.0,2.0,4.0,mANaGeR,2.0,Divorced,Unknown,"37099,83$",6.0,Yes,13.0,3.0,4.0,Full Time,2.0,10.0,4.0,3.0,19.0,15.0,2.0,1984.0,"171230,00$",0
No,travel_rarely,1979.6111111111115,2.0,2.0,Medical,151.0,4.0,1.0,1.0,5.0,MANagER,3.0,Unknown,"15989,17$","41571,83$",4.0,Unknown,14.0,3.0,4.0,Full Time,1.0,23.0,5.0,3.0,19.0,9.0,11.0,1968.0,"191870,00$",True
No,Unknown,1582.7713464696226,5.0,3.0,Life Sciences,152.0,3.0,0.0,3.0,4.0,manAGeR,2.0,Unknown,"12783,92$","33238,20$",1.0,Unknown,11.0,3.0,2.0,Full Time,1.0,10.0,2.0,3.0,33.0,0.0,10.0,1972.0,"153407,07$",True
Yes,Unknown,1032.571428571429,-14.0,4.0,Medical,153.0,14.0,1.0,2.0,3.0,mAnUFACTURIng dIreCtOr,1.0,Marreid,"8340,00$","21684,00$",7.0,Unknown,14.0,3.0,4.0,Unknown,0.0,10.0,0.0,2.0,10.0,5.0,9.0,1965.0,Unknown,True
No,Unknown,1032.4872861766066,4.0,3.0,Life Sciences,154.0,4.0,0.0,3.0,3.0,maNUfaCTUriNG dIreCtor,4.0,Single,"8339,32$","21682,23$",1.0,No,11.0,3.0,3.0,Part Time,0.0,11.0,2.0,3.0,10.0,0.0,8.0,1975.0,"100071,84$",1
No,travel_rarely,824.1587301587302,17.0,3.0,Unknown,155.0,2.0,0.0,2.0,3.0,HUmAN rESOuRceS,1.0,Single,"6656,67$","17307,33$",1.0,Unknown,13.0,3.0,1.0,Part Time,0.0,10.0,3.0,2.0,10.0,0.0,9.0,1994.0,"79880,00$",False
No,Unknown,556.2566609977324,3.0,3.0,Other,156.0,4.0,0.0,1.0,2.0,sAles ExecUTiVE,1.0,Single,"4492,84$","11681,39$",3.0,No,18.0,3.0,4.0,Part Time,0.0,15.0,2.0,3.0,13.0,3.0,12.0,1989.0,"53914,11$",1
No,travel_frequently,290.03550973654063,9.0,2.0,Unknown,157.0,1.0,1.0,3.0,1.0,lABoRAtoRY TECHNicIAN,4.0,Unknown,"2342,59$","6090,75$",1.0,Unknown,13.0,3.0,3.0,Unknown,0.0,12.0,3.0,3.0,12.0,5.0,8.0,1981.0,Unknown,Yes
No,travel_rarely,556.2566609977324,1.0,2.0,Life Sciences,158.0,2.0,0.0,4.0,2.0,REsearCh ScienTIst,3.0,Married,"4492,84$","11681,39$",0.0,No,24.0,4.0,1.0,Part Time,1.0,13.0,2.0,2.0,12.0,2.0,8.0,1966.0,"53914,11$",True
Yes,travel_rarely,556.2566609977324,24.0,4.0,Unknown,159.0,1.0,1.0,2.0,2.0,sAles EXecutiVE,2.0,Single,Unknown,"11681,39$",0.0,Yes,23.0,4.0,3.0,Part Time,0.0,16.0,2.0,4.0,15.0,10.0,10.0,1989.0,"53914,11$",0
No,travel_frequently,1582.7713464696226,11.0,4.0,Medical,160.0,2.0,1.0,3.0,4.0,manaGeR,4.0,Unknown,"12783,92$","33238,20$",3.0,No,20.0,3.0,1.0,Unknown,1.0,26.0,2.0,3.0,14.0,1.0,12.0,1969.0,Unknown,1
No,travel_rarely,730.7857142857142,1.0,3.0,Unknown,161.0,4.0,0.0,2.0,3.0,saLEs exEcUTiVE,3.0,Unknown,"5902,50$","15346,50$",1.0,Unknown,14.0,3.0,4.0,Part Time,0.0,10.0,3.0,3.0,10.0,8.0,6.0,1989.0,"70830,00$",0
No,Unknown,487.2936507936508,3.0,1.0,Medical,162.0,2.0,0.0,3.0,1.0,lAboratorY tecHNIciAN,1.0,Single,"3935,83$","10233,17$",1.0,Unknown,18.0,3.0,4.0,Unknown,0.0,10.0,3.0,3.0,10.0,1.0,5.0,1994.0,Unknown,True
No,travel_rarely,351.51587301587307,28.0,3.0,Life Sciences,163.0,2.0,0.0,4.0,2.0,LAboraTORy TEcHNiCIAN,3.0,Unknown,"2839,17$","7381,83$",1.0,Unknown,17.0,3.0,4.0,Part Time,2.0,10.0,3.0,2.0,10.0,6.0,8.0,1988.0,"34070,00$",True
Yes,Unknown,556.2566609977324,12.0,4.0,Other,164.0,4.0,0.0,3.0,2.0,Sales ExecUtIVe,4.0,Unknown,"4492,84$","11681,39$",3.0,Unknown,24.0,4.0,1.0,Part Time,0.0,13.0,2.0,4.0,11.0,6.0,7.0,1988.0,"53914,11$",True
No,travel_rarely,302.1984126984127,19.0,3.0,Life Sciences,165.0,2.0,1.0,2.0,1.0,rEseaRcH SCienTist,4.0,Married,"2440,83$","6346,17$",1.0,No,12.0,3.0,2.0,Full Time,0.0,10.0,3.0,3.0,10.0,8.0,7.0,1989.0,"29290,00$",1
No,Unknown,556.2566609977324,2.0,3.0,Unknown,166.0,4.0,0.0,3.0,2.0,Sales eXEcUtIVE,4.0,Unknown,"4492,84$","11681,39$",1.0,Yes,17.0,3.0,1.0,Part Time,1.0,10.0,3.0,3.0,10.0,8.0,8.0,1980.0,"53914,11$",False
No,non-travel,1582.7713464696226,2.0,3.0,Medical,167.0,2.0,0.0,3.0,4.0,maNaGer,2.0,Divorced,"12783,92$","33238,20$",4.0,No,22.0,4.0,4.0,Full Time,1.0,37.0,0.0,2.0,16.0,14.0,14.0,1965.0,"153407,07$",Yes
No,travel_rarely,556.2566609977324,-14.0,4.0,Unknown,168.0,14.0,1.0,2.0,2.0,SaleS EXeCuTivE,3.0,Marreid,"4492,84$","11681,39$",1.0,Yes,13.0,3.0,1.0,Part Time,1.0,10.0,4.0,3.0,10.0,1.0,7.0,1987.0,"53914,11$",False
No,travel_rarely,1032.4872861766066,11.0,3.0,Life Sciences,169.0,1.0,0.0,3.0,3.0,hEALThcarE RepReSeNTAtIve,3.0,Married,"8339,32$","21682,23$",1.0,Unknown,17.0,3.0,2.0,Part Time,1.0,10.0,1.0,3.0,10.0,0.0,9.0,1980.0,"100071,84$",1
No,Unknown,1973.9841269841268,26.0,4.0,Human Resources,170.0,3.0,0.0,4.0,5.0,MAnAgEr,2.0,Married,Unknown,"41453,67$",4.0,Yes,18.0,3.0,1.0,Full Time,1.0,35.0,0.0,3.0,10.0,1.0,4.0,1968.0,"191324,62$",Yes
No,Unknown,556.2566609977324,23.0,2.0,Unknown,171.0,4.0,0.0,2.0,2.0,ReSeARch scIENTISt,3.0,Single,Unknown,"11681,39$",1.0,Unknown,12.0,3.0,4.0,Unknown,0.0,20.0,2.0,3.0,20.0,3.0,7.0,1981.0,"53914,11$",True
No,Unknown,556.2566609977324,11.0,3.0,Technical Degree,172.0,4.0,1.0,3.0,2.0,LABORaTorY TECHniciaN,3.0,Married,"4492,84$","11681,39$",1.0,Unknown,11.0,3.0,1.0,Unknown,1.0,10.0,2.0,4.0,10.0,9.0,4.0,1983.0,Unknown,True
Yes,Unknown,290.03550973654063,7.0,2.0,Technical Degree,173.0,4.0,0.0,3.0,1.0,LaBoRaTorY TeChNicIAn,3.0,Married,Unknown,"6090,75$",8.0,No,11.0,3.0,4.0,Part Time,1.0,14.0,4.0,1.0,10.0,9.0,8.0,1967.0,"28111,13$",Yes
No,travel_rarely,1241.2936507936508,-33.0,1.0,Marketing,174.0,33.0,1.0,2.0,4.0,sAleS execuTiVE,4.0,Unknown,"10025,83$","26067,17$",0.0,Unknown,11.0,3.0,1.0,Full Time,1.0,10.0,2.0,2.0,20.0,9.0,6.0,1984.0,"120310,00$",Yes
No,travel_rarely,1591.6746031746031,2.0,4.0,Life Sciences,175.0,1.0,1.0,2.0,4.0,mANAgER,4.0,Married,"12855,83$","33425,17$",2.0,No,16.0,3.0,3.0,Full Time,0.0,10.0,3.0,3.0,25.0,3.0,7.0,1970.0,"154270,00$",1
No,travel_frequently,1032.4872861766066,8.0,3.0,Unknown,176.0,4.0,0.0,3.0,3.0,sALes exECuTiVE,3.0,Single,"8339,32$","21682,23$",1.0,No,15.0,3.0,4.0,Unknown,0.0,9.0,0.0,3.0,9.0,1.0,7.0,1996.0,Unknown,0
No,travel_frequently,556.2566609977324,1.0,2.0,Unknown,177.0,3.0,1.0,3.0,2.0,LABOrATorY TechNIcIaN,4.0,Unknown,"4492,84$","11681,39$",1.0,Unknown,23.0,4.0,4.0,Part Time,0.0,12.0,2.0,3.0,12.0,3.0,7.0,1993.0,"53914,11$",Yes
No,Unknown,1032.4872861766066,18.0,5.0,Life Sciences,178.0,2.0,0.0,3.0,3.0,sAlES eXeCuTIVe,1.0,Married,"8339,32$","21682,23$",1.0,Unknown,22.0,4.0,4.0,Unknown,1.0,9.0,3.0,2.0,9.0,1.0,8.0,1988.0,Unknown,True
No,travel_rarely,635.7619047619048,1.0,3.0,Medical,179.0,1.0,0.0,3.0,2.0,ManUfaCTUriNg dIReCtor,4.0,Married,"5135,00$","13351,00$",1.0,Yes,22.0,4.0,2.0,Unknown,1.0,9.0,3.0,3.0,9.0,7.0,8.0,1991.0,"61620,00$",1
No,travel_rarely,528.8730158730159,1.0,1.0,Life Sciences,180.0,4.0,0.0,2.0,2.0,LaboraTOry TEcHniCiAN,4.0,Married,"4271,67$","11106,33$",1.0,Unknown,12.0,3.0,3.0,Part Time,2.0,10.0,1.0,3.0,10.0,3.0,0.0,1993.0,"51260,00$",0
Yes,Unknown,992.436507936508,9.0,2.0,Medical,181.0,3.0,0.0,2.0,3.0,saLES ExECuTIVe,4.0,Unknown,"8015,83$","20841,17$",1.0,No,16.0,3.0,4.0,Part Time,0.0,9.0,3.0,3.0,9.0,4.0,7.0,1977.0,"96190,00$",False
