Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Standardhours,Stockoptionlevel,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Salary,Remotework
No,Travel_rarely,556.26,1,2,Life sciences,158,2,F,4,2,Research scientist,3,Married,0,No,24,3.0,1,Part time,1,2,3.0,12,2,8,1966,53914.11,yes
Yes,Travel_rarely,556.26,24,4,Unknown,159,1,M,2,2,Sales executive,2,Single,0,Yes,23,3.0,3,Part time,0,2,3.0,15,10,10,1989,53914.11,no
No,Travel_frequently,1582.77,11,4,Medical,160,2,M,3,4,Manager,4,Unknown,3,No,20,3.0,1,Unknown,1,2,3.0,14,1,12,1969,53914.11,yes
No,Travel_rarely,730.79,1,3,Unknown,161,4,F,2,3,Sales executive,3,Unknown,1,Nan,14,3.0,4,Part time,0,3,3.0,10,8,6,1989,70830.0,no
No,Unknown,487.29,3,1,Medical,162,2,F,3,1,Laboratory technician,1,Single,1,Nan,18,3.0,4,Unknown,0,3,3.0,10,1,5,1994,53914.11,yes
No,Travel_rarely,351.52,28,3,Life sciences,163,2,F,4,2,Laboratory technician,3,Unknown,1,Nan,17,3.0,4,Part time,2,3,3.0,10,6,8,1988,34070.0,yes
Yes,Unknown,556.26,12,4,Other,164,4,F,3,2,Sales executive,4,Unknown,3,Nan,24,3.0,1,Part time,0,2,3.0,11,6,7,1988,53914.11,yes
No,Travel_rarely,302.2,19,3,Life sciences,165,2,M,2,1,Research scientist,4,Married,1,No,12,3.0,2,Full time,0,3,3.0,10,8,7,1989,29290.0,yes
No,Unknown,556.26,2,3,Unknown,166,4,F,3,2,Sales executive,4,Unknown,1,Yes,17,3.0,1,Part time,1,3,3.0,10,8,8,1980,53914.11,no
No,Non-travel,1582.77,2,3,Medical,167,2,F,3,4,Manager,2,Divorced,4,No,22,3.0,4,Full time,1,0,3.0,16,14,14,1965,153407.07,yes
No,Travel_rarely,556.26,14,4,Unknown,168,14,M,2,2,Sales executive,3,Marreid,1,Yes,13,3.0,1,Part time,1,4,3.0,10,1,7,1987,53914.11,no
No,Travel_rarely,1032.49,11,3,Life sciences,169,1,F,3,3,Healthcare representative,3,Married,1,Nan,17,3.0,2,Part time,1,1,3.0,10,0,9,1980,100071.84,yes
No,Unknown,1973.98,26,4,Human resources,170,3,F,4,5,Manager,2,Married,4,Yes,18,3.0,1,Full time,1,0,3.0,10,1,4,1968,191324.62,yes
No,Unknown,556.26,23,2,Unknown,171,4,F,2,2,Research scientist,3,Single,1,Nan,12,3.0,4,Unknown,0,2,3.0,20,3,7,1981,53914.11,yes
No,Unknown,556.26,11,3,Technical degree,172,4,M,3,2,Laboratory technician,3,Married,1,Nan,11,3.0,1,Unknown,1,2,3.0,10,9,4,1983,53914.11,yes
Yes,Unknown,290.04,7,2,Technical degree,173,4,F,3,1,Laboratory technician,3,Married,8,No,11,3.0,4,Part time,1,4,3.0,10,9,8,1967,28111.13,yes
No,Travel_rarely,1241.29,33,1,Marketing,174,33,M,2,4,Sales executive,4,Unknown,0,Nan,11,3.0,1,Full time,1,2,3.0,20,9,6,1984,120310.0,yes
No,Travel_rarely,1591.67,2,4,Life sciences,175,1,M,2,4,Manager,4,Married,2,No,16,3.0,3,Full time,0,3,3.0,25,3,7,1970,154270.0,yes
No,Travel_frequently,1032.49,8,3,Unknown,176,4,F,3,3,Sales executive,3,Single,1,No,15,3.0,4,Unknown,0,0,3.0,9,1,7,1996,53914.11,no
No,Travel_frequently,556.26,1,2,Unknown,177,3,M,3,2,Laboratory technician,4,Unknown,1,Nan,23,3.0,4,Part time,0,2,3.0,12,3,7,1993,53914.11,yes
No,Unknown,1032.49,18,5,Life sciences,178,2,F,3,3,Sales executive,1,Married,1,Nan,22,3.0,4,Unknown,1,3,3.0,9,1,8,1988,53914.11,yes
No,Travel_rarely,635.76,1,3,Medical,179,1,F,3,2,Manufacturing director,4,Married,1,Yes,22,3.0,2,Unknown,1,3,3.0,9,7,8,1991,61620.0,yes
No,Travel_rarely,528.87,1,1,Life sciences,180,4,F,2,2,Laboratory technician,4,Married,1,Nan,12,3.0,3,Part time,2,1,3.0,10,3,0,1993,51260.0,no
Yes,Unknown,992.44,9,2,Medical,181,3,F,2,3,Sales executive,4,Unknown,1,No,16,3.0,4,Part time,0,3,3.0,9,4,7,1977,96190.0,no
No,Travel_rarely,556.26,4,2,Unknown,182,3,M,2,2,Sales executive,2,Unknown,1,Yes,12,3.0,2,Part time,3,4,3.0,11,2,7,1993,53914.11,no
No,Unknown,516.9,6,4,Unknown,183,2,F,3,2,Sales executive,3,Single,1,No,16,3.0,1,Unknown,0,0,3.0,11,5,7,1991,53914.11,yes
No,Travel_rarely,1032.49,37,5,Marketing,184,3,F,3,3,Sales executive,2,Married,1,Nan,13,3.0,1,Part time,2,3,3.0,10,0,6,1988,100071.84,no
No,Unknown,1032.49,8,3,Marketing,185,2,M,3,3,Sales executive,4,Single,1,Nan,14,3.0,4,Part time,0,2,3.0,9,3,7,1991,100071.84,yes
No,Travel_rarely,290.04,34,3,Life sciences,186,1,F,3,1,Research scientist,3,Divorced,4,No,12,3.0,1,Part time,1,2,3.0,9,1,8,1982,28111.13,yes
No,Travel_rarely,1963.72,4,1,Medical,187,4,M,3,5,Manager,3,Unknown,1,No,14,3.0,2,Full time,1,2,3.0,20,9,9,1983,190330.0,no
No,Unknown,1582.77,2,2,Unknown,188,1,F,2,4,Manager,4,Married,9,No,23,3.0,4,Unknown,1,1,3.0,20,11,8,1978,53914.11,yes
Yes,Travel_rarely,1073.02,4,4,Unknown,189,4,F,1,3,Sales executive,4,Married,1,No,11,3.0,3,Full time,0,2,3.0,14,9,8,1991,104000.0,no
No,Non-travel,1032.49,1,1,Life sciences,190,3,F,2,3,Manufacturing director,3,Unknown,1,No,22,3.0,3,Part time,0,2,3.0,11,5,8,1993,100071.84,yes
No,Unknown,1032.49,11,3,Unknown,191,2,F,3,3,Research director,4,Unknown,1,Nan,14,3.0,3,Part time,3,1,3.0,10,0,7,1986,100071.84,yes
No,Unknown,288.17,4,4,Unknown,192,1,F,3,1,Sales representative,4,Divorced,4,No,17,3.0,3,Unknown,1,2,3.0,9,5,8,1986,53914.11,no
No,Unknown,556.26,24,2,Technical degree,193,1,F,3,2,Research scientist,4,Unknown,1,No,17,3.0,1,Unknown,2,3,3.0,9,4,7,1983,53914.11,no
No,Non-travel,585.41,24,4,Unknown,194,2,M,3,2,Laboratory technician,2,Married,7,Nan,15,3.0,3,Full time,1,3,3.0,9,0,8,1987,56740.0,yes
No,Travel_rarely,556.26,7,3,Life sciences,195,4,F,2,2,Sales executive,3,Married,1,Nan,14,3.0,3,Part time,1,3,3.0,13,4,8,1991,53914.11,yes
No,Unknown,1032.49,25,2,Life sciences,196,1,M,2,3,Research director,2,Unknown,3,Nan,17,3.0,3,Part time,1,2,3.0,10,0,1,1985,100071.84,yes
No,Travel_rarely,556.26,28,2,Unknown,197,4,M,3,2,Research scientist,4,Married,1,No,13,3.0,4,Part time,2,2,3.0,10,1,9,1993,53914.11,yes
No,Unknown,1980.64,1,1,Unknown,198,2,F,3,5,Manager,3,Unknown,1,Nan,14,3.0,3,Full time,1,3,3.0,21,1,6,1984,191970.0,yes
No,Unknown,1973.98,7,3,Life sciences,199,1,M,3,5,Manager,1,Unknown,5,No,11,3.0,4,Full time,0,5,3.0,29,11,10,1963,191324.62,yes
No,Unknown,867.9,22,4,Other,200,3,M,3,3,Sales executive,1,Unknown,0,Nan,11,3.0,3,Part time,0,3,3.0,9,7,8,1993,84120.0,yes
No,Travel_rarely,1032.49,9,1,Unknown,201,3,F,3,3,Manufacturing director,2,Divorced,1,No,25,3.0,4,Part time,1,6,3.0,13,0,8,1992,100071.84,yes
Yes,Unknown,345.43,3,3,Life sciences,202,1,F,3,1,Research scientist,1,Single,1,Yes,11,3.0,1,Full time,0,3,3.0,10,9,7,1990,33480.0,no
No,Unknown,290.04,28,1,Medical,203,4,F,4,1,Laboratory technician,3,Married,1,Yes,11,3.0,3,Unknown,3,3,3.0,20,3,8,1973,53914.11,yes
No,Unknown,547.75,24,4,Life sciences,204,1,F,3,2,Laboratory technician,4,Unknown,1,No,15,3.0,4,Part time,2,2,3.0,10,4,7,1991,53090.0,yes
No,Unknown,556.26,29,3,Unknown,205,2,F,3,2,Manufacturing director,2,Unknown,1,Nan,13,3.0,4,Unknown,1,3,3.0,9,7,8,1981,53914.11,yes
Yes,Unknown,789.7,11,3,Marketing,206,3,M,3,3,Sales executive,4,Married,1,No,18,3.0,1,Part time,2,3,3.0,9,7,7,1974,76540.0,no
No,Unknown,1321.46,5,1,Unknown,207,3,F,2,3,Research director,4,Divorced,1,Nan,16,3.0,2,Full time,1,3,3.0,9,0,8,1996,128080.0,yes
No,Travel_rarely,556.26,1,3,Medical,208,1,F,4,2,Sales executive,1,Divorced,1,Nan,22,3.0,1,Part time,1,5,3.0,9,0,8,1990,53914.11,yes
No,Unknown,1582.77,26,4,Unknown,209,3,M,2,4,Manufacturing director,4,Married,3,No,22,3.0,3,Full time,0,3,3.0,9,0,0,1971,153407.07,no
No,Unknown,556.26,5,2,Life sciences,210,2,F,3,2,Sales executive,2,Unknown,1,No,14,3.0,4,Part time,1,3,3.0,10,5,3,1991,53914.11,yes
No,Unknown,679.51,14,1,Life sciences,211,3,F,3,2,Healthcare representative,4,Unknown,0,Nan,17,3.0,1,Full time,1,2,3.0,16,4,11,1987,65860.0,no
No,Non-travel,556.26,20,2,Unknown,212,4,M,3,2,Sales executive,3,Unknown,1,Nan,13,3.0,4,Unknown,1,2,3.0,9,0,0,1992,53914.11,no
No,Travel_rarely,259.9,2,4,Medical,213,3,F,3,1,Laboratory technician,3,Single,4,No,21,3.0,3,Part time,0,6,3.0,11,3,9,1987,25190.0,yes
No,Unknown,1764.18,1,2,Life sciences,214,4,F,3,4,Manager,4,Married,2,Nan,15,3.0,2,Full time,1,2,3.0,9,7,8,1971,170990.0,yes
No,Non-travel,1582.77,17,3,Unknown,215,4,F,3,4,Manager,3,Single,1,Nan,11,3.0,4,Full time,0,2,3.0,10,6,0,1990,153407.07,no
No,Non-travel,556.26,23,2,Life sciences,216,4,F,3,2,Laboratory technician,1,Unknown,1,Yes,15,3.0,3,Part time,1,2,3.0,9,0,8,1978,53914.11,yes
No,Travel_rarely,1032.49,12,5,Unknown,217,4,M,2,3,Manufacturing director,4,Unknown,0,Nan,11,3.0,2,Part time,0,2,3.0,14,7,8,1987,100071.84,yes
No,Unknown,1353.65,8,4,Unknown,218,4,F,2,4,Sales executive,2,Unknown,6,Nan,17,3.0,2,Full time,1,3,3.0,9,2,3,1974,131200.0,no
Yes,Unknown,1032.49,23,1,Unknown,219,4,M,2,3,Sales executive,1,Unknown,1,Nan,13,3.0,1,Part time,1,3,3.0,11,3,10,1994,100071.84,yes
No,Unknown,323.04,6,1,Unknown,220,2,M,3,1,Laboratory technician,4,Married,1,Nan,13,3.0,1,Unknown,1,5,3.0,10,0,8,1994,53914.11,no
No,Unknown,556.26,1,3,Life sciences,221,4,M,2,2,Manufacturing director,4,Married,1,Nan,13,3.0,2,Part time,1,2,3.0,14,3,11,1986,53914.11,yes
No,Travel_rarely,1032.49,10,5,Unknown,222,4,F,4,3,Sales executive,3,Unknown,0,Nan,14,3.0,4,Part time,2,3,3.0,9,0,8,1990,100071.84,yes
No,Travel_frequently,458.51,19,3,Medical,223,3,M,3,2,Laboratory technician,2,Divorced,4,No,13,3.0,3,Part time,2,2,3.0,11,5,10,1989,44440.0,yes
No,Non-travel,688.59,1,3,Unknown,224,3,M,1,2,Laboratory technician,4,Married,0,No,11,3.0,1,Unknown,3,6,3.0,9,7,5,1995,53914.11,yes
No,Non-travel,1016.48,2,4,Unknown,225,4,M,3,3,Sales executive,3,Unknown,1,Yes,19,3.0,1,Part time,1,5,3.0,10,9,6,1992,98520.0,yes
No,Non-travel,1842.8,2,1,Life sciences,226,3,F,3,4,Manager,3,Unknown,0,Yes,13,3.0,4,Full time,0,3,3.0,20,2,10,1981,178610.0,no
No,Travel_rarely,556.26,2,3,Life sciences,227,3,F,3,2,Research scientist,4,Single,1,Nan,13,3.0,3,Part time,0,4,3.0,9,8,8,1983,53914.11,yes
No,Unknown,556.26,15,2,Medical,228,3,M,3,2,Sales executive,1,Single,1,Nan,12,3.0,4,Unknown,0,6,3.0,10,9,6,1989,53914.11,yes
No,Travel_rarely,1973.98,1,3,Unknown,229,4,M,3,5,Research director,1,Unknown,3,Nan,21,3.0,3,Full time,1,3,3.0,9,1,5,1965,191324.62,no
Yes,Travel_frequently,768.24,1,5,Unknown,230,3,M,4,3,Manufacturing director,2,Unknown,1,Nan,11,3.0,1,Unknown,0,2,3.0,10,4,7,1992,53914.11,yes
No,Non-travel,1419.37,8,1,Unknown,231,4,F,2,3,Research director,2,Unknown,2,No,11,3.0,3,Full time,1,5,3.0,9,4,8,1983,137570.0,yes
No,Unknown,1712.49,2,3,Medical,232,4,F,4,4,Research director,2,Single,4,No,12,3.0,2,Full time,0,2,3.0,9,8,8,1970,165980.0,yes
No,Unknown,1582.77,15,3,Unknown,233,2,F,3,4,Research director,1,Unknown,7,Nan,14,3.0,4,Full time,2,3,3.0,14,6,9,1989,153407.07,yes
No,Travel_rarely,1032.49,16,3,Life sciences,234,4,M,2,3,Healthcare representative,2,Single,1,No,19,3.0,4,Unknown,0,3,3.0,11,3,3,1988,53914.11,yes
No,Unknown,442.1,13,3,Unknown,235,1,F,3,2,Research scientist,4,Married,1,Nan,17,3.0,1,Part time,0,2,3.0,10,3,7,1986,42850.0,yes
No,Travel_frequently,1044.54,2,3,Unknown,236,4,F,3,3,Healthcare representative,4,Unknown,2,Yes,14,3.0,3,Full time,1,3,3.0,20,13,9,1981,101240.0,yes
No,Unknown,1032.49,1,4,Unknown,237,1,F,3,3,Healthcare representative,2,Divorced,1,Nan,12,3.0,1,Part time,3,4,3.0,10,7,7,1978,100071.84,yes
Yes,Travel_rarely,1002.24,1,3,Unknown,238,2,F,2,2,Sales executive,1,Married,1,No,11,3.0,4,Full time,1,4,3.0,10,6,7,1993,97140.0,yes
No,Travel_rarely,1023.9,14,3,Life sciences,239,3,F,3,2,Sales executive,2,Married,0,Nan,11,3.0,4,Full time,1,3,3.0,9,7,7,1985,99240.0,yes
No,Unknown,1160.2,20,5,Medical,240,2,F,3,4,Healthcare representative,3,Unknown,2,Nan,15,3.0,3,Full time,1,3,3.0,30,12,13,1973,112450.0,no
No,Travel_rarely,316.64,3,2,Unknown,241,3,F,2,2,Laboratory technician,3,Unknown,0,Nan,15,3.0,4,Unknown,1,3,3.0,10,0,7,1984,53914.11,yes
No,Travel_rarely,556.26,3,3,Unknown,242,4,M,3,2,Research scientist,2,Unknown,1,No,12,3.0,3,Part time,1,2,3.0,11,7,9,1989,53914.11,yes
No,Travel_rarely,1582.77,22,5,Unknown,243,2,M,3,4,Manager,3,Unknown,3,Nan,25,3.0,3,Full time,1,6,3.0,10,4,7,1969,153407.07,yes
No,Travel_rarely,953.44,6,3,Marketing,244,4,F,3,3,Sales executive,3,Unknown,1,No,12,3.0,2,Part time,0,3,3.0,10,8,7,1982,92410.0,no
No,Unknown,667.75,1,3,Life sciences,245,4,F,3,2,Laboratory technician,4,Married,1,Nan,15,3.0,4,Full time,1,2,3.0,9,5,8,1984,64720.0,yes
No,Travel_rarely,1973.98,7,4,Unknown,246,2,F,3,5,Manager,2,Unknown,1,No,14,3.0,2,Full time,0,3,3.0,21,12,8,1983,191324.62,no
No,Unknown,315.2,4,3,Technical degree,247,4,F,3,2,Research scientist,2,Unknown,5,No,15,3.0,4,Part time,2,2,3.0,9,1,7,1990,30550.0,yes
No,Unknown,858.52,10,3,Life sciences,248,4,F,3,3,Healthcare representative,1,Unknown,7,Nan,13,3.0,4,Part time,1,1,3.0,12,5,7,1987,83210.0,no
No,Unknown,324.28,8,4,Life sciences,249,4,F,4,1,Research scientist,1,Married,6,No,19,3.0,2,Full time,1,1,3.0,10,7,6,1990,31430.0,yes
No,Travel_rarely,556.26,8,2,Unknown,250,2,F,4,2,Sales executive,3,Unknown,1,No,21,3.0,3,Unknown,2,5,3.0,10,4,8,1989,53914.11,no
No,Travel_frequently,290.04,46,1,Medical,251,4,F,3,1,Laboratory technician,4,Married,1,No,13,3.0,2,Part time,0,3,3.0,11,3,10,1994,28111.13,no
No,Travel_rarely,885.03,2,2,Life sciences,252,4,F,3,3,Manufacturing director,4,Divorced,3,Nan,14,3.0,3,Part time,1,4,3.0,9,4,7,1977,85780.0,yes
No,Travel_rarely,556.26,23,1,Medical,253,2,M,2,2,Sales representative,3,Married,1,No,21,3.0,4,Part time,1,5,3.0,9,5,8,1996,53914.11,no
No,Unknown,433.02,36,3,Life sciences,254,2,F,3,2,Laboratory technician,3,Divorced,1,No,11,3.0,1,Unknown,1,2,3.0,10,0,2,1992,53914.11,no
No,Travel_rarely,556.26,25,2,Life sciences,255,2,M,2,2,Manufacturing director,4,Unknown,0,No,13,3.0,4,Unknown,2,2,3.0,9,3,8,1978,53914.11,yes
No,Travel_rarely,1020.19,1,3,Marketing,256,1,F,3,3,Sales executive,4,Unknown,1,No,21,3.0,1,Part time,0,3,3.0,14,2,1,1989,98880.0,no
No,Unknown,556.26,1,3,Life sciences,257,4,F,1,2,Research scientist,1,Married,1,Nan,21,3.0,2,Part time,0,6,3.0,10,8,7,1992,53914.11,yes
No,Unknown,556.26,7,4,Unknown,258,3,M,3,2,Sales executive,4,Unknown,1,Yes,11,3.0,4,Part time,0,2,3.0,10,0,9,1988,53914.11,no
No,Travel_rarely,1376.45,15,4,Marketing,259,2,F,3,4,Sales executive,1,Single,0,No,12,3.0,1,Full time,0,3,3.0,20,11,10,1984,133410.0,no
No,Travel_rarely,585.72,2,2,Marketing,260,2,M,3,2,Sales executive,2,Married,3,No,14,3.0,3,Unknown,1,4,3.0,11,5,10,1983,53914.11,yes
No,Travel_rarely,290.04,1,2,Medical,261,4,F,3,1,Laboratory technician,2,Married,1,No,13,3.0,3,Unknown,0,6,3.0,12,1,7,1993,53914.11,no
No,Unknown,1032.49,1,1,Unknown,262,3,M,3,3,Research director,2,Married,0,No,18,3.0,1,Part time,2,3,3.0,13,5,12,1976,100071.84,yes
No,Non-travel,290.04,29,4,Unknown,263,1,F,3,1,Sales representative,4,Divorced,2,Nan,15,3.0,2,Part time,2,3,3.0,9,0,0,1971,28111.13,yes
No,Travel_frequently,556.26,8,1,Unknown,264,3,F,2,2,Research scientist,2,Married,1,No,23,3.0,4,Part time,1,3,3.0,10,1,7,1974,53914.11,yes
No,Travel_frequently,300.13,19,4,Life sciences,265,19,M,3,1,Research scientist,3,Marreid,1,Nan,11,3.0,3,Full time,0,3,3.0,8,3,0,1990,29090.0,yes
No,Unknown,290.04,2,2,Life sciences,266,4,F,3,1,Laboratory technician,4,Unknown,0,Nan,13,3.0,3,Part time,0,2,3.0,7,3,6,1991,28111.13,yes
No,Travel_frequently,982.84,23,3,Unknown,267,4,F,2,3,Manufacturing director,3,Unknown,0,No,21,3.0,2,Part time,0,2,3.0,9,1,8,1985,95260.0,yes
No,Travel_rarely,556.26,27,3,Medical,268,3,F,3,2,Healthcare representative,3,Unknown,6,Nan,13,3.0,2,Part time,2,3,3.0,7,7,7,1987,53914.11,yes
No,Unknown,704.17,8,4,Unknown,269,3,F,3,2,Sales executive,2,Unknown,0,Nan,11,3.0,4,Unknown,1,2,3.0,9,4,2,1981,53914.11,no
No,Unknown,556.26,7,4,Life sciences,270,4,F,3,2,Laboratory technician,4,Divorced,3,No,22,3.0,4,Part time,1,3,3.0,7,1,7,1992,53914.11,no
No,Travel_rarely,456.44,8,4,Unknown,271,3,M,3,2,Manufacturing director,4,Single,1,No,23,3.0,4,Part time,0,2,3.0,11,1,8,1992,44240.0,no
No,Unknown,561.37,21,4,Marketing,272,3,F,3,2,Sales executive,4,Unknown,0,Nan,22,3.0,4,Unknown,0,2,3.0,10,1,0,1972,53914.11,yes
Yes,Travel_frequently,626.68,7,3,Unknown,273,1,F,1,2,Laboratory technician,3,Unknown,1,Yes,24,3.0,4,Full time,0,3,3.0,9,0,6,1989,60740.0,yes
No,Unknown,1032.49,11,2,Technical degree,274,2,M,3,3,Sales executive,4,Unknown,0,No,14,3.0,3,Part time,1,6,3.0,9,2,8,1987,100071.84,no
No,Travel_frequently,290.04,23,3,Unknown,275,1,F,1,1,Research scientist,3,Divorced,1,No,25,3.0,3,Part time,3,2,3.0,10,0,9,1993,28111.13,no
No,Non-travel,634.11,12,2,Unknown,276,12,F,3,2,Sales executive,2,Marreid,0,Nan,13,3.0,1,Full time,1,2,3.0,7,0,7,1990,61460.0,yes
Yes,Unknown,636.79,6,4,Life sciences,277,2,F,1,2,Sales executive,3,Married,4,Nan,18,3.0,2,Full time,0,3,3.0,7,7,7,1992,61720.0,no
No,Travel_rarely,1032.49,23,1,Unknown,278,3,F,3,3,Sales executive,3,Divorced,3,Yes,13,3.0,3,Part time,1,2,3.0,9,0,7,1982,100071.84,no
No,Travel_rarely,290.04,25,1,Unknown,279,3,M,3,1,Human resources,3,Unknown,1,Nan,23,3.0,4,Unknown,1,3,3.0,8,5,7,1997,53914.11,yes
No,Unknown,481.62,9,2,Unknown,280,4,F,1,2,Sales executive,4,Divorced,0,No,17,3.0,4,Part time,3,2,3.0,8,0,7,1991,46680.0,yes
No,Travel_frequently,578.29,26,3,Unknown,281,2,M,3,2,Research scientist,2,Divorced,1,No,11,3.0,1,Full time,1,2,3.0,20,2,13,1983,56050.0,no
No,Travel_rarely,556.26,6,2,Marketing,282,2,F,3,2,Sales representative,3,Unknown,2,Yes,20,3.0,4,Part time,1,3,3.0,7,4,5,1970,53914.11,yes
No,Non-travel,445.61,1,1,Technical degree,283,4,F,3,2,Manufacturing director,3,Married,1,Nan,13,3.0,1,Part time,1,1,3.0,10,0,9,1994,43190.0,no
No,Travel_frequently,290.04,3,2,Unknown,284,4,F,3,1,Laboratory technician,2,Unknown,4,No,12,3.0,3,Part time,0,3,3.0,8,7,2,1987,28111.13,yes
No,Travel_rarely,290.04,14,3,Unknown,285,4,M,3,1,Research scientist,2,Unknown,1,Nan,13,3.0,4,Part time,1,5,3.0,8,1,6,1990,28111.13,yes
No,Travel_rarely,1582.77,3,3,Unknown,286,4,M,3,4,Healthcare representative,2,Single,3,Nan,18,3.0,3,Full time,0,6,3.0,7,1,0,1972,153407.07,no
No,Travel_rarely,290.04,9,3,Medical,287,4,M,3,1,Research scientist,2,Single,1,No,16,3.0,4,Part time,0,2,3.0,7,0,3,1996,28111.13,no
No,Unknown,367.71,21,3,Life sciences,288,2,F,4,1,Research scientist,1,Unknown,1,Yes,12,3.0,1,Full time,1,3,3.0,8,1,7,1986,35640.0,yes
No,Unknown,645.98,29,3,Unknown,289,4,F,3,2,Manufacturing director,4,Married,3,No,18,3.0,1,Full time,1,3,3.0,7,1,7,1985,62610.0,yes
No,Non-travel,702.0,18,4,Unknown,290,4,F,3,2,Manufacturing director,4,Divorced,1,Yes,15,3.0,1,Full time,2,0,3.0,7,1,7,1974,68040.0,no
No,Unknown,556.26,20,3,Life sciences,291,4,M,3,2,Sales executive,3,Single,1,Nan,14,3.0,4,Part time,0,2,3.0,7,0,7,1996,53914.11,no
No,Unknown,1032.49,6,3,Medical,292,4,M,2,3,Sales executive,4,Single,6,Nan,12,3.0,4,Part time,0,2,3.0,19,12,8,1978,100071.84,yes
No,Unknown,1032.49,1,3,Unknown,293,3,M,3,3,Sales executive,3,Single,1,No,14,3.0,1,Part time,0,3,3.0,10,0,8,1988,100071.84,yes
Yes,Travel_rarely,290.04,2,2,Unknown,294,1,M,3,1,Laboratory technician,1,Unknown,7,No,20,3.0,1,Part time,0,3,3.0,9,1,7,1990,28111.13,yes
No,Unknown,1973.98,2,4,Life sciences,295,1,F,2,5,Manager,3,Unknown,1,Yes,18,3.0,4,Full time,0,2,3.0,33,15,12,1971,191324.62,yes
No,Unknown,2005.3,2,2,Medical,296,1,F,3,5,Research director,3,Unknown,0,No,19,3.0,4,Full time,1,5,3.0,21,3,9,1983,194360.0,yes
No,Non-travel,556.26,2,2,Life sciences,297,4,F,2,2,Sales executive,4,Unknown,3,No,18,3.0,4,Part time,1,0,3.0,8,7,5,1985,53914.11,yes
No,Unknown,1582.77,27,3,Unknown,298,27,M,1,4,Manager,2,Marreid,3,Yes,12,3.0,2,Full time,1,2,3.0,7,7,7,1977,153407.07,no
No,Travel_rarely,1582.77,20,2,Medical,299,3,F,3,4,Healthcare representative,4,Married,0,Yes,14,3.0,2,Unknown,0,2,3.0,20,4,10,1978,153407.07,yes
Yes,Non-travel,1032.49,10,4,Life sciences,300,1,F,3,3,Manager,2,Married,1,Nan,12,3.0,4,Unknown,1,2,3.0,10,9,9,1976,53914.11,yes
No,Unknown,1032.49,22,3,Life sciences,301,2,M,4,3,Manager,2,Divorced,7,Nan,18,3.0,2,Part time,1,6,3.0,7,6,2,1988,100071.84,no
No,Travel_frequently,556.26,2,2,Unknown,302,2,F,3,2,Sales executive,4,Single,1,Nan,18,3.0,1,Part time,0,3,3.0,10,0,9,1994,53914.11,yes
No,Travel_rarely,556.26,20,2,Technical degree,303,2,F,3,2,Laboratory technician,4,Married,3,Nan,19,3.0,4,Part time,1,4,3.0,10,0,8,1968,53914.11,yes
Yes,Travel_rarely,601.3,45,4,Unknown,304,4,F,2,2,Sales executive,4,Single,1,Nan,12,3.0,2,Unknown,0,0,3.0,8,7,4,1997,53914.11,yes
No,Travel_rarely,556.26,7,3,Technical degree,305,2,F,4,2,Sales executive,4,Unknown,4,Nan,11,3.0,2,Part time,1,3,3.0,8,7,7,1992,53914.11,yes
No,Travel_frequently,253.29,10,4,Life sciences,306,3,M,3,1,Laboratory technician,4,Unknown,0,No,19,3.0,1,Part time,0,5,3.0,8,1,7,1980,24550.0,yes
No,Travel_rarely,556.26,13,3,Marketing,307,4,F,3,2,Sales executive,4,Unknown,4,Nan,12,3.0,4,Part time,3,3,3.0,7,1,7,1992,53914.11,yes
No,Unknown,521.55,2,4,Medical,308,1,M,4,2,Research scientist,4,Single,7,Nan,16,3.0,3,Part time,0,0,3.0,7,0,7,1991,50550.0,yes
No,Unknown,483.06,10,3,Unknown,309,2,F,2,2,Sales executive,4,Unknown,3,No,14,3.0,3,Unknown,0,6,3.0,7,0,1,1990,53914.11,no
No,Travel_frequently,542.39,10,4,Life sciences,310,3,M,2,2,Laboratory technician,3,Divorced,1,No,11,3.0,2,Part time,1,3,3.0,9,0,0,1980,52570.0,no
Yes,Travel_rarely,218.63,8,4,Unknown,311,2,F,1,1,Laboratory technician,1,Unknown,1,Nan,11,3.0,4,Unknown,0,4,3.0,7,0,7,1994,53914.11,no
No,Unknown,556.26,8,4,Unknown,312,2,M,3,2,Sales executive,2,Unknown,1,No,18,3.0,1,Part time,1,3,3.0,8,0,7,1996,53914.11,no
No,Travel_rarely,556.26,10,1,Unknown,313,4,M,2,2,Sales executive,2,Divorced,1,Yes,14,3.0,1,Part time,2,2,3.0,7,1,7,1994,53914.11,no
No,Unknown,616.37,6,3,Medical,314,3,F,4,2,Research scientist,1,Divorced,4,Nan,13,3.0,1,Full time,2,2,3.0,7,6,7,1986,59740.0,no
No,Travel_rarely,556.26,1,3,Unknown,315,3,F,3,2,Sales executive,3,Unknown,1,Nan,17,3.0,2,Part time,1,3,3.0,8,7,7,1997,53914.11,yes
