attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
No,Unknown,1032.49,1.0,3.0,Medical,109.0,3.0,F,2.0,3.0,Healthcare Representative,1.0,Married,449284.0,2168223,2.0,Yes,13.0,3.0,3.0,Unknown,1.0,21,5.0,2.0,10,9,5,1970,10007184.0,No
No,Unknown,654.85,9.0,3.0,Unknown,110.0,3.0,F,3.0,2.0,Human Resources,4.0,Married,528917.0,1375183,0.0,Yes,19.0,3.0,4.0,Full Time,0.0,10,2.0,1.0,11,4,7,1970,6347000.0,No
No,Unknown,242.25,9.0,3.0,Life Sciences,111.0,2.0,F,3.0,2.0,Laboratory Technician,2.0,Unknown,195667.0,508733,8.0,No,18.0,3.0,3.0,Part Time,1.0,20,2.0,3.0,17,0,15,1970,2348000.0,Yes
No,Travel Rarely,1032.49,5.0,3.0,Unknown,112.0,2.0,M,3.0,3.0,Sales Executive,4.0,Unknown,833932.0,2168223,2.0,No,12.0,3.0,3.0,Part Time,1.0,10,2.0,3.0,10,7,4,1970,10007184.0,Yes
No,Unknown,316.95,9.0,3.0,Unknown,113.0,3.0,F,3.0,2.0,Laboratory Technician,1.0,Unknown,449284.0,665600,1.0,No,11.0,3.0,3.0,Part Time,2.0,12,4.0,3.0,12,6,10,1970,3072000.0,Yes
No,Travel Frequently,556.26,-29.0,1.0,Unknown,114.0,4.0,F,2.0,2.0,Manufacturing Director,3.0,Married,449284.0,1168139,1.0,Unknown,17.0,3.0,3.0,Unknown,0.0,10,2.0,2.0,10,1,9,1970,5391411.0,No
No,Travel Rarely,1288.65,8.0,4.0,Life Sciences,115.0,2.0,F,2.0,3.0,Research Director,2.0,Married,1040833.0,2706167,5.0,No,16.0,3.0,4.0,Full Time,2.0,16,5.0,1.0,10,4,7,1970,12490000.0,No
No,Unknown,556.26,-39.0,4.0,Life Sciences,116.0,39.0,F,2.0,2.0,Manufacturing Director,1.0,Unknown,449284.0,1168139,6.0,Unknown,13.0,3.0,2.0,Part Time,1.0,13,3.0,3.0,11,5,9,1970,5391411.0,Yes
No,Travel Rarely,827.46,16.0,3.0,Unknown,117.0,3.0,F,3.0,3.0,Sales Executive,2.0,Married,668333.0,1737667,0.0,Unknown,15.0,3.0,3.0,Part Time,2.0,12,3.0,2.0,11,6,9,1970,8020000.0,Yes
No,Travel Frequently,1032.49,7.0,3.0,Life Sciences,118.0,1.0,F,3.0,3.0,Laboratory Technician,1.0,Unknown,833932.0,2168223,1.0,Unknown,18.0,3.0,1.0,Part Time,1.0,24,2.0,3.0,24,9,11,1970,10007184.0,Yes
No,Unknown,1760.98,10.0,1.0,Unknown,119.0,3.0,F,3.0,4.0,Manager,1.0,Married,449284.0,3698067,1.0,Unknown,14.0,3.0,4.0,Full Time,0.0,21,3.0,3.0,21,11,10,1970,17068000.0,Yes
No,Unknown,922.69,7.0,2.0,Unknown,120.0,3.0,M,2.0,3.0,Manufacturing Director,3.0,Married,745250.0,1937650,1.0,No,24.0,4.0,1.0,Part Time,1.0,10,2.0,3.0,10,8,9,1970,8943000.0,No
No,Unknown,1988.38,7.0,2.0,Unknown,121.0,3.0,F,2.0,5.0,Manager,4.0,Married,1606000.0,4175600,1.0,Unknown,15.0,3.0,1.0,Full Time,1.0,10,2.0,3.0,21,13,3,1970,19272000.0,Yes
No,Travel Rarely,556.26,8.0,4.0,Unknown,122.0,4.0,F,3.0,2.0,Research Scientist,4.0,Unknown,449284.0,1168139,9.0,No,14.0,3.0,1.0,Part Time,2.0,12,3.0,3.0,10,9,8,1970,5391411.0,Yes
No,Travel Rarely,556.26,5.0,3.0,Marketing,123.0,4.0,M,2.0,2.0,Sales Executive,3.0,Unknown,449284.0,1168139,1.0,Unknown,13.0,3.0,3.0,Unknown,3.0,10,2.0,3.0,10,1,2,1970,5391411.0,Yes
No,Unknown,1032.49,7.0,4.0,Medical,124.0,3.0,M,3.0,3.0,Manufacturing Director,4.0,Unknown,833932.0,2168223,1.0,Unknown,14.0,3.0,3.0,Part Time,0.0,11,2.0,2.0,11,4,10,1970,10007184.0,No
No,Unknown,1032.49,3.0,4.0,Medical,125.0,1.0,F,2.0,3.0,Sales Executive,4.0,Married,833932.0,2168223,4.0,No,11.0,3.0,1.0,Part Time,1.0,16,2.0,3.0,13,1,12,1970,10007184.0,Yes
No,Travel Rarely,1032.49,2.0,2.0,Unknown,126.0,2.0,F,2.0,3.0,Sales Executive,3.0,Married,449284.0,2168223,1.0,Unknown,13.0,3.0,2.0,Part Time,2.0,10,2.0,3.0,10,9,0,1970,10007184.0,Yes
No,Travel Rarely,1582.77,18.0,5.0,Unknown,127.0,1.0,M,3.0,4.0,Manager,2.0,Single,1278392.0,3323820,3.0,No,23.0,4.0,4.0,Full Time,0.0,37,2.0,3.0,10,7,7,1970,15340707.0,Yes
No,Unknown,556.26,1.0,3.0,Unknown,128.0,2.0,F,3.0,2.0,Sales Executive,3.0,Unknown,449284.0,1168139,9.0,Unknown,11.0,3.0,3.0,Part Time,0.0,15,2.0,3.0,11,6,9,1970,5391411.0,Yes
No,Travel Rarely,1032.49,24.0,3.0,Medical,129.0,4.0,F,3.0,3.0,Manufacturing Director,1.0,Married,833932.0,2168223,1.0,Unknown,21.0,4.0,4.0,Part Time,1.0,10,5.0,2.0,10,5,8,1970,10007184.0,No
No,Travel Rarely,575.4,6.0,2.0,Unknown,130.0,4.0,F,3.0,2.0,Research Scientist,1.0,Divorced,464750.0,1208350,3.0,Yes,12.0,3.0,2.0,Full Time,2.0,18,3.0,3.0,10,6,9,1970,5577000.0,Yes
No,Unknown,1973.98,18.0,4.0,Life Sciences,131.0,4.0,F,2.0,5.0,Research Director,3.0,Unknown,449284.0,4145367,1.0,Yes,17.0,3.0,3.0,Full Time,1.0,10,5.0,3.0,31,0,9,1970,19132462.0,Yes
No,Travel Rarely,277.64,1.0,5.0,Unknown,132.0,2.0,F,3.0,1.0,Research Scientist,4.0,Married,224250.0,583050,1.0,No,12.0,3.0,4.0,Part Time,1.0,10,4.0,2.0,10,8,8,1970,2691000.0,Yes
Yes,Travel Rarely,290.04,1.0,4.0,Other,133.0,4.0,F,3.0,1.0,Research Scientist,4.0,Single,234259.0,609075,1.0,Unknown,13.0,3.0,3.0,Part Time,0.0,10,2.0,2.0,10,7,8,1970,2811113.0,No
No,Unknown,1032.49,7.0,3.0,Medical,134.0,3.0,F,3.0,3.0,Research Director,3.0,Married,833932.0,2168223,0.0,No,11.0,3.0,4.0,Unknown,0.0,10,3.0,4.0,13,3,7,1970,5391411.0,Yes
No,Travel Rarely,1582.77,23.0,4.0,Unknown,135.0,4.0,M,3.0,4.0,Research Director,4.0,Unknown,1278392.0,3323820,6.0,No,18.0,3.0,3.0,Full Time,0.0,33,0.0,3.0,12,3,8,1970,15340707.0,Yes
No,Travel Rarely,763.8,8.0,2.0,Other,136.0,1.0,M,3.0,3.0,Laboratory Technician,2.0,Married,616917.0,1603983,4.0,Unknown,11.0,3.0,3.0,Part Time,1.0,29,3.0,2.0,26,1,7,1970,7403000.0,No
No,Unknown,1032.49,-21.0,4.0,Unknown,137.0,21.0,F,3.0,3.0,Sales Executive,4.0,Unknown,449284.0,2168223,6.0,Unknown,13.0,3.0,2.0,Part Time,1.0,10,2.0,3.0,10,0,8,1970,10007184.0,No
No,Travel Rarely,910.31,17.0,1.0,Life Sciences,138.0,3.0,M,2.0,3.0,Healthcare Representative,3.0,Married,735250.0,1911650,0.0,Unknown,18.0,3.0,1.0,Part Time,1.0,20,4.0,2.0,19,1,9,1970,8823000.0,No
No,Unknown,1582.77,3.0,1.0,Marketing,139.0,1.0,F,3.0,4.0,Manager,3.0,Married,1278392.0,3323820,3.0,No,12.0,3.0,4.0,Full Time,1.0,10,3.0,3.0,12,4,9,1970,15340707.0,No
No,Non-Travel,556.26,18.0,4.0,Unknown,140.0,1.0,F,3.0,2.0,Manufacturing Director,4.0,Single,449284.0,1168139,2.0,Unknown,20.0,4.0,1.0,Part Time,0.0,18,0.0,3.0,11,0,9,1970,5391411.0,No
Yes,Travel Frequently,1582.77,-15.0,3.0,Life Sciences,141.0,15.0,F,3.0,4.0,Sales Executive,1.0,Single,449284.0,3323820,0.0,Unknown,12.0,3.0,2.0,Full Time,0.0,10,2.0,2.0,21,13,14,1970,15340707.0,Yes
No,Travel Frequently,556.26,1.0,3.0,Unknown,142.0,4.0,F,2.0,2.0,Healthcare Representative,1.0,Single,449284.0,1168139,0.0,No,20.0,4.0,3.0,Unknown,0.0,14,3.0,3.0,13,4,9,1970,5391411.0,Yes
No,Travel Rarely,369.26,1.0,3.0,Medical,143.0,4.0,F,3.0,1.0,Research Scientist,2.0,Unknown,298250.0,775450,0.0,Yes,21.0,4.0,1.0,Unknown,1.0,12,2.0,3.0,11,5,7,1970,3579000.0,Yes
No,Travel Rarely,1834.34,3.0,3.0,Life Sciences,144.0,4.0,F,3.0,4.0,Research Director,4.0,Married,1481583.0,3852117,3.0,No,14.0,3.0,1.0,Full Time,0.0,36,2.0,3.0,10,0,9,1970,17779000.0,Yes
No,Travel Rarely,556.26,24.0,3.0,Medical,145.0,3.0,M,2.0,2.0,Healthcare Representative,1.0,Single,449284.0,1168139,1.0,No,19.0,3.0,2.0,Part Time,0.0,10,2.0,3.0,10,1,8,1970,5391411.0,No
No,Unknown,1879.12,5.0,3.0,Unknown,146.0,2.0,F,3.0,5.0,Manager,2.0,Married,1517750.0,3946150,7.0,No,11.0,3.0,3.0,Full Time,1.0,26,5.0,3.0,22,3,10,1970,18213000.0,Yes
No,Non-Travel,1400.8,8.0,1.0,Unknown,147.0,4.0,F,2.0,4.0,Healthcare Representative,2.0,Divorced,449284.0,2941683,1.0,Yes,15.0,3.0,4.0,Full Time,1.0,10,3.0,3.0,33,15,0,1970,13577000.0,No
No,Travel Rarely,1979.92,4.0,2.0,Life Sciences,148.0,3.0,F,4.0,5.0,Manager,1.0,Divorced,1599167.0,4157833,1.0,No,14.0,3.0,4.0,Full Time,2.0,10,4.0,2.0,25,14,13,1970,19190000.0,No
No,Travel Frequently,556.26,11.0,3.0,Life Sciences,149.0,3.0,F,2.0,2.0,Human Resources,2.0,Unknown,449284.0,1168139,4.0,No,11.0,3.0,4.0,Unknown,2.0,14,5.0,4.0,10,1,8,1970,5391411.0,Yes
No,Unknown,1766.66,13.0,4.0,Unknown,150.0,3.0,M,2.0,4.0,Manager,2.0,Divorced,449284.0,3709983,6.0,Yes,13.0,3.0,4.0,Full Time,2.0,10,4.0,3.0,19,15,2,1970,17123000.0,No
No,Travel Rarely,1979.61,2.0,2.0,Medical,151.0,4.0,M,1.0,5.0,Manager,3.0,Unknown,1598917.0,4157183,4.0,Unknown,14.0,3.0,4.0,Full Time,1.0,23,5.0,3.0,19,9,11,1970,19187000.0,Yes
No,Unknown,1582.77,5.0,3.0,Life Sciences,152.0,3.0,F,3.0,4.0,Manager,2.0,Unknown,1278392.0,3323820,1.0,Unknown,11.0,3.0,2.0,Full Time,1.0,10,2.0,3.0,33,0,10,1970,15340707.0,Yes
Yes,Unknown,1032.57,-14.0,4.0,Medical,153.0,14.0,M,2.0,3.0,Manufacturing Director,1.0,Married,834000.0,2168400,7.0,Unknown,14.0,3.0,4.0,Unknown,0.0,10,0.0,2.0,10,5,9,1970,5391411.0,Yes
No,Unknown,1032.49,4.0,3.0,Life Sciences,154.0,4.0,F,3.0,3.0,Manufacturing Director,4.0,Single,833932.0,2168223,1.0,No,11.0,3.0,3.0,Part Time,0.0,11,2.0,3.0,10,0,8,1970,10007184.0,Yes
No,Travel Rarely,824.16,17.0,3.0,Unknown,155.0,2.0,F,2.0,3.0,Human Resources,1.0,Single,665667.0,1730733,1.0,Unknown,13.0,3.0,1.0,Part Time,0.0,10,3.0,2.0,10,0,9,1970,7988000.0,No
No,Unknown,556.26,3.0,3.0,Other,156.0,4.0,F,1.0,2.0,Sales Executive,1.0,Single,449284.0,1168139,3.0,No,18.0,3.0,4.0,Part Time,0.0,15,2.0,3.0,13,3,12,1970,5391411.0,Yes
No,Travel Frequently,290.04,9.0,2.0,Unknown,157.0,1.0,M,3.0,1.0,Laboratory Technician,4.0,Unknown,234259.0,609075,1.0,Unknown,13.0,3.0,3.0,Unknown,0.0,12,3.0,3.0,12,5,8,1970,5391411.0,Yes
No,Travel Rarely,556.26,1.0,2.0,Life Sciences,158.0,2.0,F,4.0,2.0,Research Scientist,3.0,Married,449284.0,1168139,0.0,No,24.0,4.0,1.0,Part Time,1.0,13,2.0,2.0,12,2,8,1970,5391411.0,Yes
Yes,Travel Rarely,556.26,24.0,4.0,Unknown,159.0,1.0,M,2.0,2.0,Sales Executive,2.0,Single,449284.0,1168139,0.0,Yes,23.0,4.0,3.0,Part Time,0.0,16,2.0,4.0,15,10,10,1970,5391411.0,No
No,Travel Frequently,1582.77,11.0,4.0,Medical,160.0,2.0,M,3.0,4.0,Manager,4.0,Unknown,1278392.0,3323820,3.0,No,20.0,3.0,1.0,Unknown,1.0,26,2.0,3.0,14,1,12,1970,5391411.0,Yes
No,Travel Rarely,730.79,1.0,3.0,Unknown,161.0,4.0,F,2.0,3.0,Sales Executive,3.0,Unknown,590250.0,1534650,1.0,Unknown,14.0,3.0,4.0,Part Time,0.0,10,3.0,3.0,10,8,6,1970,7083000.0,No
No,Unknown,487.29,3.0,1.0,Medical,162.0,2.0,F,3.0,1.0,Laboratory Technician,1.0,Single,393583.0,1023317,1.0,Unknown,18.0,3.0,4.0,Unknown,0.0,10,3.0,3.0,10,1,5,1970,5391411.0,Yes
No,Travel Rarely,351.52,28.0,3.0,Life Sciences,163.0,2.0,F,4.0,2.0,Laboratory Technician,3.0,Unknown,283917.0,738183,1.0,Unknown,17.0,3.0,4.0,Part Time,2.0,10,3.0,2.0,10,6,8,1970,3407000.0,Yes
Yes,Unknown,556.26,12.0,4.0,Other,164.0,4.0,F,3.0,2.0,Sales Executive,4.0,Unknown,449284.0,1168139,3.0,Unknown,24.0,4.0,1.0,Part Time,0.0,13,2.0,4.0,11,6,7,1970,5391411.0,Yes
No,Travel Rarely,302.2,19.0,3.0,Life Sciences,165.0,2.0,M,2.0,1.0,Research Scientist,4.0,Married,244083.0,634617,1.0,No,12.0,3.0,2.0,Full Time,0.0,10,3.0,3.0,10,8,7,1970,2929000.0,Yes
No,Unknown,556.26,2.0,3.0,Unknown,166.0,4.0,F,3.0,2.0,Sales Executive,4.0,Unknown,449284.0,1168139,1.0,Yes,17.0,3.0,1.0,Part Time,1.0,10,3.0,3.0,10,8,8,1970,5391411.0,No
No,Non-Travel,1582.77,2.0,3.0,Medical,167.0,2.0,F,3.0,4.0,Manager,2.0,Divorced,1278392.0,3323820,4.0,No,22.0,4.0,4.0,Full Time,1.0,37,0.0,2.0,16,14,14,1970,15340707.0,Yes
No,Travel Rarely,556.26,-14.0,4.0,Unknown,168.0,14.0,M,2.0,2.0,Sales Executive,3.0,Married,449284.0,1168139,1.0,Yes,13.0,3.0,1.0,Part Time,1.0,10,4.0,3.0,10,1,7,1970,5391411.0,No
No,Travel Rarely,1032.49,11.0,3.0,Life Sciences,169.0,1.0,F,3.0,3.0,Healthcare Representative,3.0,Married,833932.0,2168223,1.0,Unknown,17.0,3.0,2.0,Part Time,1.0,10,1.0,3.0,10,0,9,1970,10007184.0,Yes
No,Unknown,1973.98,26.0,4.0,Human Resources,170.0,3.0,F,4.0,5.0,Manager,2.0,Married,449284.0,4145367,4.0,Yes,18.0,3.0,1.0,Full Time,1.0,35,0.0,3.0,10,1,4,1970,19132462.0,Yes
No,Unknown,556.26,23.0,2.0,Unknown,171.0,4.0,F,2.0,2.0,Research Scientist,3.0,Single,449284.0,1168139,1.0,Unknown,12.0,3.0,4.0,Unknown,0.0,20,2.0,3.0,20,3,7,1970,5391411.0,Yes
No,Unknown,556.26,11.0,3.0,Technical Degree,172.0,4.0,M,3.0,2.0,Laboratory Technician,3.0,Married,449284.0,1168139,1.0,Unknown,11.0,3.0,1.0,Unknown,1.0,10,2.0,4.0,10,9,4,1970,5391411.0,Yes
Yes,Unknown,290.04,7.0,2.0,Technical Degree,173.0,4.0,F,3.0,1.0,Laboratory Technician,3.0,Married,449284.0,609075,8.0,No,11.0,3.0,4.0,Part Time,1.0,14,4.0,1.0,10,9,8,1970,2811113.0,Yes
No,Travel Rarely,1241.29,-33.0,1.0,Marketing,174.0,33.0,M,2.0,4.0,Sales Executive,4.0,Unknown,1002583.0,2606717,0.0,Unknown,11.0,3.0,1.0,Full Time,1.0,10,2.0,2.0,20,9,6,1970,12031000.0,Yes
No,Travel Rarely,1591.67,2.0,4.0,Life Sciences,175.0,1.0,M,2.0,4.0,Manager,4.0,Married,1285583.0,3342517,2.0,No,16.0,3.0,3.0,Full Time,0.0,10,3.0,3.0,25,3,7,1970,15427000.0,Yes
No,Travel Frequently,1032.49,8.0,3.0,Unknown,176.0,4.0,F,3.0,3.0,Sales Executive,3.0,Single,833932.0,2168223,1.0,No,15.0,3.0,4.0,Unknown,0.0,9,0.0,3.0,9,1,7,1970,5391411.0,No
No,Travel Frequently,556.26,1.0,2.0,Unknown,177.0,3.0,M,3.0,2.0,Laboratory Technician,4.0,Unknown,449284.0,1168139,1.0,Unknown,23.0,4.0,4.0,Part Time,0.0,12,2.0,3.0,12,3,7,1970,5391411.0,Yes
No,Unknown,1032.49,18.0,5.0,Life Sciences,178.0,2.0,F,3.0,3.0,Sales Executive,1.0,Married,833932.0,2168223,1.0,Unknown,22.0,4.0,4.0,Unknown,1.0,9,3.0,2.0,9,1,8,1970,5391411.0,Yes
No,Travel Rarely,635.76,1.0,3.0,Medical,179.0,1.0,F,3.0,2.0,Manufacturing Director,4.0,Married,513500.0,1335100,1.0,Yes,22.0,4.0,2.0,Unknown,1.0,9,3.0,3.0,9,7,8,1970,6162000.0,Yes
No,Travel Rarely,528.87,1.0,1.0,Life Sciences,180.0,4.0,F,2.0,2.0,Laboratory Technician,4.0,Married,427167.0,1110633,1.0,Unknown,12.0,3.0,3.0,Part Time,2.0,10,1.0,3.0,10,3,0,1970,5126000.0,No
Yes,Unknown,992.44,9.0,2.0,Medical,181.0,3.0,F,2.0,3.0,Sales Executive,4.0,Unknown,801583.0,2084117,1.0,No,16.0,3.0,4.0,Part Time,0.0,9,3.0,3.0,9,4,7,1970,9619000.0,No
No,Travel Rarely,556.26,4.0,2.0,Unknown,182.0,3.0,M,2.0,2.0,Sales Executive,2.0,Unknown,449284.0,1168139,1.0,Yes,12.0,3.0,2.0,Part Time,3.0,11,4.0,2.0,11,2,7,1970,5391411.0,No
No,Unknown,516.9,6.0,4.0,Unknown,183.0,2.0,F,3.0,2.0,Sales Executive,3.0,Single,417500.0,1085500,1.0,No,16.0,3.0,1.0,Unknown,0.0,12,0.0,3.0,11,5,7,1970,5391411.0,Yes
No,Travel Rarely,1032.49,-37.0,5.0,Marketing,184.0,3.0,F,3.0,3.0,Sales Executive,2.0,Married,833932.0,2168223,1.0,Unknown,13.0,3.0,1.0,Part Time,2.0,10,3.0,3.0,10,0,6,1970,10007184.0,No
No,Unknown,1032.49,8.0,3.0,Marketing,185.0,2.0,M,3.0,3.0,Sales Executive,4.0,Single,833932.0,2168223,1.0,Unknown,14.0,3.0,4.0,Part Time,0.0,9,2.0,3.0,9,3,7,1970,10007184.0,Yes
No,Travel Rarely,290.04,-34.0,3.0,Life Sciences,186.0,1.0,F,3.0,1.0,Research Scientist,3.0,Divorced,449284.0,609075,4.0,No,12.0,3.0,1.0,Part Time,1.0,10,2.0,3.0,9,1,8,1970,2811113.0,Yes
No,Travel Rarely,1963.72,4.0,1.0,Medical,187.0,4.0,M,3.0,5.0,Manager,3.0,Unknown,1586083.0,4123817,1.0,No,14.0,3.0,2.0,Full Time,1.0,21,2.0,3.0,20,9,9,1970,19033000.0,No
No,Unknown,1582.77,2.0,2.0,Unknown,188.0,1.0,F,2.0,4.0,Manager,4.0,Married,1278392.0,3323820,9.0,No,23.0,4.0,4.0,Unknown,1.0,22,1.0,3.0,20,11,8,1970,5391411.0,Yes
Yes,Travel Rarely,1073.02,4.0,4.0,Unknown,189.0,4.0,F,1.0,3.0,Sales Executive,4.0,Married,866667.0,2253333,1.0,No,11.0,3.0,3.0,Full Time,0.0,14,2.0,2.0,14,9,8,1970,10400000.0,No
No,Non-Travel,1032.49,1.0,1.0,Life Sciences,190.0,3.0,F,2.0,3.0,Manufacturing Director,3.0,Unknown,833932.0,2168223,1.0,No,22.0,4.0,3.0,Part Time,0.0,10,2.0,3.0,11,5,8,1970,10007184.0,Yes
No,Unknown,1032.49,11.0,3.0,Unknown,191.0,2.0,F,3.0,3.0,Research Director,4.0,Unknown,449284.0,2168223,1.0,Unknown,14.0,3.0,3.0,Part Time,3.0,10,1.0,3.0,10,0,7,1970,10007184.0,Yes
No,Unknown,288.17,4.0,4.0,Unknown,192.0,1.0,F,3.0,1.0,Sales Representative,4.0,Divorced,232750.0,605150,4.0,No,17.0,3.0,3.0,Unknown,1.0,13,2.0,3.0,9,5,8,1970,5391411.0,No
No,Unknown,556.26,24.0,2.0,Technical Degree,193.0,1.0,F,3.0,2.0,Research Scientist,4.0,Unknown,449284.0,1168139,1.0,No,17.0,3.0,1.0,Unknown,2.0,10,3.0,3.0,9,4,7,1970,5391411.0,No
No,Non-Travel,585.41,24.0,4.0,Unknown,194.0,2.0,M,3.0,2.0,Laboratory Technician,2.0,Married,472833.0,1229367,7.0,Unknown,15.0,3.0,3.0,Full Time,1.0,11,3.0,3.0,9,0,8,1970,5674000.0,Yes
No,Travel Rarely,556.26,7.0,3.0,Life Sciences,195.0,4.0,F,2.0,2.0,Sales Executive,3.0,Married,449284.0,1168139,1.0,Unknown,14.0,3.0,3.0,Part Time,1.0,13,3.0,2.0,13,4,8,1970,5391411.0,Yes
No,Unknown,1032.49,25.0,2.0,Life Sciences,196.0,1.0,M,2.0,3.0,Research Director,2.0,Unknown,449284.0,2168223,3.0,Unknown,17.0,3.0,3.0,Part Time,1.0,10,2.0,3.0,10,0,1,1970,10007184.0,Yes
No,Travel Rarely,556.26,28.0,2.0,Unknown,197.0,4.0,M,3.0,2.0,Research Scientist,4.0,Married,449284.0,1168139,1.0,No,13.0,3.0,4.0,Part Time,2.0,11,2.0,3.0,10,1,9,1970,5391411.0,Yes
No,Unknown,1980.64,1.0,1.0,Unknown,198.0,2.0,F,3.0,5.0,Manager,3.0,Unknown,449284.0,4159350,1.0,Unknown,14.0,3.0,3.0,Full Time,1.0,21,3.0,3.0,21,1,6,1970,19197000.0,Yes
No,Unknown,1973.98,7.0,3.0,Life Sciences,199.0,1.0,M,3.0,5.0,Manager,1.0,Unknown,1594372.0,4145367,5.0,No,11.0,3.0,4.0,Full Time,0.0,33,5.0,1.0,29,11,10,1970,19132462.0,Yes
No,Unknown,867.9,22.0,4.0,Other,200.0,3.0,M,3.0,3.0,Sales Executive,1.0,Unknown,701000.0,1822600,0.0,Unknown,11.0,3.0,3.0,Part Time,0.0,10,3.0,3.0,9,7,8,1970,8412000.0,Yes
No,Travel Rarely,1032.49,9.0,1.0,Unknown,201.0,3.0,F,3.0,3.0,Manufacturing Director,2.0,Divorced,833932.0,2168223,1.0,No,25.0,4.0,4.0,Part Time,1.0,10,6.0,4.0,13,0,8,1970,10007184.0,Yes
Yes,Unknown,345.43,3.0,3.0,Life Sciences,202.0,1.0,F,3.0,1.0,Research Scientist,1.0,Single,279000.0,725400,1.0,Yes,11.0,3.0,1.0,Full Time,0.0,10,3.0,3.0,10,9,7,1970,3348000.0,No
No,Unknown,290.04,28.0,1.0,Medical,203.0,4.0,F,4.0,1.0,Laboratory Technician,3.0,Married,234259.0,609075,1.0,Yes,11.0,3.0,3.0,Unknown,3.0,20,3.0,3.0,20,3,8,1970,5391411.0,Yes
No,Unknown,547.75,24.0,4.0,Life Sciences,204.0,1.0,F,3.0,2.0,Laboratory Technician,4.0,Unknown,442417.0,1150283,1.0,No,15.0,3.0,4.0,Part Time,2.0,10,2.0,3.0,10,4,7,1970,5309000.0,Yes
No,Unknown,556.26,29.0,3.0,Unknown,205.0,2.0,F,3.0,2.0,Manufacturing Director,2.0,Unknown,449284.0,1168139,1.0,Unknown,13.0,3.0,4.0,Unknown,1.0,10,3.0,2.0,9,7,8,1970,5391411.0,Yes
Yes,Unknown,789.7,11.0,3.0,Marketing,206.0,3.0,M,3.0,3.0,Sales Executive,4.0,Married,637833.0,1658367,1.0,No,18.0,3.0,1.0,Part Time,2.0,10,3.0,4.0,9,7,7,1970,7654000.0,No
No,Unknown,1321.46,5.0,1.0,Unknown,207.0,3.0,F,2.0,3.0,Research Director,4.0,Divorced,1067333.0,2775067,1.0,Unknown,16.0,3.0,2.0,Full Time,1.0,10,3.0,3.0,9,0,8,1970,12808000.0,Yes
No,Travel Rarely,556.26,1.0,3.0,Medical,208.0,1.0,F,4.0,2.0,Sales Executive,1.0,Divorced,449284.0,1168139,1.0,Unknown,22.0,3.0,1.0,Part Time,1.0,9,5.0,3.0,9,0,8,1970,5391411.0,Yes
No,Unknown,1582.77,-26.0,4.0,Unknown,209.0,3.0,M,2.0,4.0,Manufacturing Director,4.0,Married,1278392.0,3323820,3.0,No,22.0,4.0,3.0,Full Time,0.0,31,3.0,3.0,9,0,0,1970,15340707.0,No
No,Unknown,556.26,5.0,2.0,Life Sciences,210.0,2.0,F,3.0,2.0,Sales Executive,2.0,Unknown,449284.0,1168139,1.0,No,14.0,3.0,4.0,Part Time,1.0,10,3.0,3.0,10,5,3,1970,5391411.0,Yes
No,Unknown,679.51,14.0,1.0,Life Sciences,211.0,3.0,F,3.0,2.0,Healthcare Representative,4.0,Unknown,548833.0,1426967,0.0,Unknown,17.0,3.0,1.0,Full Time,1.0,10,2.0,2.0,16,4,11,1970,6586000.0,No
No,Non-Travel,556.26,20.0,2.0,Unknown,212.0,4.0,M,3.0,2.0,Sales Executive,3.0,Unknown,449284.0,1168139,1.0,Unknown,13.0,3.0,4.0,Unknown,1.0,10,2.0,2.0,9,0,0,1970,5391411.0,No
No,Travel Rarely,259.9,2.0,4.0,Medical,213.0,3.0,F,3.0,1.0,Laboratory Technician,3.0,Single,209917.0,545783,4.0,No,21.0,4.0,3.0,Part Time,0.0,10,6.0,3.0,11,3,9,1970,2519000.0,Yes
No,Unknown,1764.18,1.0,2.0,Life Sciences,214.0,4.0,F,3.0,4.0,Manager,4.0,Married,449284.0,3704783,2.0,Unknown,15.0,3.0,2.0,Full Time,1.0,26,2.0,3.0,9,7,8,1970,17099000.0,Yes
No,Non-Travel,1582.77,17.0,3.0,Unknown,215.0,4.0,F,3.0,4.0,Manager,3.0,Single,1278392.0,3323820,1.0,Unknown,11.0,3.0,4.0,Full Time,0.0,10,2.0,3.0,10,6,0,1970,15340707.0,No
No,Non-Travel,556.26,23.0,2.0,Life Sciences,216.0,4.0,F,3.0,2.0,Laboratory Technician,1.0,Unknown,449284.0,1168139,1.0,Yes,15.0,3.0,3.0,Part Time,1.0,9,2.0,3.0,9,0,8,1970,5391411.0,Yes
No,Travel Rarely,1032.49,12.0,5.0,Unknown,217.0,4.0,M,2.0,3.0,Manufacturing Director,4.0,Unknown,833932.0,2168223,0.0,Unknown,11.0,3.0,2.0,Part Time,0.0,15,2.0,2.0,14,7,8,1970,10007184.0,Yes
